short_name,age,nationality_name,overall,potential,club_name,value_eur,wage_eur,player_positions,player_face_url
J. Van Damme,29,Belgium,71,71,KV Mechelen,1600000.0,10000.0,CDM,https://cdn.sofifa.net/players/199/982/22_120.png
G. Shinnie,29,Scotland,71,71,Derby County,1600000.0,10000.0,CDM,https://cdn.sofifa.net/players/200/302/22_120.png
L. Moore,28,Jamaica,71,71,Reading,1600000.0,18000.0,CB,https://cdn.sofifa.net/players/200/758/22_120.png
L. Carole,30,France,71,71,Yukatel Kayserispor,1600000.0,9000.0,LB,https://cdn.sofifa.net/players/201/041/22_120.png
N. Byrne,29,England,71,71,Derby County,1600000.0,10000.0,RB,https://cdn.sofifa.net/players/202/814/22_120.png
T. Monconduit,30,France,71,71,FC Lorient,1600000.0,11000.0,CDM,https://cdn.sofifa.net/players/203/128/22_120.png
M. Franke,28,Germany,71,71,Hannover 96,1600000.0,17000.0,CB,https://cdn.sofifa.net/players/203/161/22_120.png
T. Smith,29,England,71,71,Stoke City,1600000.0,18000.0,RWB,https://cdn.sofifa.net/players/203/783/22_120.png
Choi Young Joon,29,Korea Republic,71,71,Jeonbuk Hyundai Motors,1600000.0,8000.0,CDM,https://cdn.sofifa.net/players/205/156/22_120.png
G. Sakai,30,Japan,71,71,Vissel Kobe,1600000.0,6000.0,LB,https://cdn.sofifa.net/players/207/472/22_120.png
M. Bolaños,31,Ecuador,71,71,Chongqing Liangjiang Athletic,1600000.0,11000.0,ST,https://cdn.sofifa.net/players/207/653/22_120.png
M. van der Hoorn,28,Netherlands,71,71,FC Utrecht,1600000.0,15000.0,CB,https://cdn.sofifa.net/players/207/725/22_120.png
Pedro Henrique,31,Brazil,71,71,Demir Grup Sivasspor,1600000.0,12000.0,LM,https://cdn.sofifa.net/players/207/929/22_120.png
F. Holland,30,Germany,71,71,SV Darmstadt 98,1600000.0,10000.0,LB,https://cdn.sofifa.net/players/208/470/22_120.png
P. Ankersen,30,Denmark,71,71,F.C. København,1600000.0,12000.0,RB,https://cdn.sofifa.net/players/208/564/22_120.png
H. Kiyotake,31,Japan,71,71,Cerezo Osaka,1600000.0,6000.0,LM,https://cdn.sofifa.net/players/210/126/22_120.png
A. Ateef,28,Saudi Arabia,71,71,Al Hilal,1600000.0,22000.0,CDM,https://cdn.sofifa.net/players/210/926/22_120.png
Paulinho,29,Portugal,71,71,Moreirense FC,1600000.0,9000.0,RB,https://cdn.sofifa.net/players/211/014/22_120.png
J. Gómez,31,Argentina,71,71,Argentinos Juniors,1600000.0,9000.0,CAM,https://cdn.sofifa.net/players/211/489/22_120.png
Y. Gordillo,29,Colombia,71,71,San Lorenzo de Almagro,1600000.0,9000.0,CDM,https://cdn.sofifa.net/players/214/158/22_120.png
N. Pasquini,30,Argentina,71,71,Estudiantes de La Plata,1600000.0,10000.0,LB,https://cdn.sofifa.net/players/214/772/22_120.png
G. Peruzzi,29,Argentina,71,71,San Lorenzo de Almagro,1600000.0,9000.0,RB,https://cdn.sofifa.net/players/215/181/22_120.png
J. Güemez,29,Mexico,71,71,Club Atlético de San Luis,1600000.0,13000.0,CDM,https://cdn.sofifa.net/players/216/520/22_120.png
D. Bejarano,29,Bolivia,71,71,Club Bolívar,1600000.0,800.0,RB,https://cdn.sofifa.net/players/216/751/22_120.png
N. Gyömbér,28,Slovakia,71,71,US Salernitana 1919,1600000.0,24000.0,CB,https://cdn.sofifa.net/players/220/061/22_120.png
Fabrício Baiano,29,Brazil,71,71,Çaykur Rizespor,1600000.0,10000.0,CDM,https://cdn.sofifa.net/players/220/087/22_120.png
L. Vásquez,29,Colombia,71,71,Junior FC,1600000.0,2000.0,CDM,https://cdn.sofifa.net/players/220/826/22_120.png
L. Kappel,31,Netherlands,71,71,Altay SK,1600000.0,10000.0,RM,https://cdn.sofifa.net/players/221/629/22_120.png
Son Jun Ho,29,Korea Republic,71,71,Shandong Taishan,1600000.0,12000.0,CDM,https://cdn.sofifa.net/players/221/875/22_120.png
F. Viáfara,29,Colombia,71,71,Junior FC,1600000.0,2000.0,RB,https://cdn.sofifa.net/players/222/430/22_120.png
L. Ramos,31,Argentina,71,71,Club Bolívar,1600000.0,950.0,ST,https://cdn.sofifa.net/players/223/879/22_120.png
A. Pellegrino,31,Norway,71,71,FK Bodø/Glimt,1600000.0,5000.0,LW,https://cdn.sofifa.net/players/224/874/22_120.png
L. León,28,Ecuador,71,71,Barcelona Sporting Club,1600000.0,800.0,CB,https://cdn.sofifa.net/players/225/681/22_120.png
M. Bakakis,30,Greece,71,71,AEK Athens,1600000.0,800.0,RB,https://cdn.sofifa.net/players/226/075/22_120.png
Ailton Cardenhas,21,Brazil,71,71,Santos,1600000.0,8000.0,GK,https://cdn.sofifa.net/players/230/315/22_120.png
Bernardo Motinho,29,Brazil,71,71,Fortaleza,1600000.0,9000.0,RB,https://cdn.sofifa.net/players/230/368/22_120.png
Judson,28,Brazil,71,71,San Jose Earthquakes,1600000.0,6000.0,CDM,https://cdn.sofifa.net/players/232/358/22_120.png
N. Silva,31,Argentina,71,71,Club Atlético Huracán,1600000.0,9000.0,LM,https://cdn.sofifa.net/players/232/517/22_120.png
Eduardo Fonseira,21,Brazil,71,71,Sport Club Corinthians Paulista,1600000.0,9000.0,GK,https://cdn.sofifa.net/players/233/977/22_120.png
Jony Reitosa,29,Brazil,71,71,Ceará Sporting Club,1600000.0,9000.0,RB,https://cdn.sofifa.net/players/233/986/22_120.png
M. Olivera,29,Uruguay,71,71,Fútbol Club Juárez,1600000.0,8000.0,LB,https://cdn.sofifa.net/players/236/382/22_120.png
Y. Maruhashi,30,Japan,71,71,Cerezo Osaka,1600000.0,6000.0,LB,https://cdn.sofifa.net/players/237/784/22_120.png
C. Zimmermann,28,Germany,71,71,Norwich City,1600000.0,21000.0,CB,https://cdn.sofifa.net/players/239/322/22_120.png
R. Aabid,29,France,71,71,Yeni Malatyaspor,1600000.0,10000.0,CDM,https://cdn.sofifa.net/players/240/053/22_120.png
J. Vuković,29,Croatia,71,71,Hajduk Split,1600000.0,700.0,CDM,https://cdn.sofifa.net/players/243/956/22_120.png
M. Batna,31,Morocco,71,71,Al Fateh,1600000.0,20000.0,RW,https://cdn.sofifa.net/players/259/265/22_120.png
Lee Chung Yong,32,Korea Republic,71,71,Ulsan Hyundai FC,1500000.0,8000.0,RM,https://cdn.sofifa.net/players/155/355/22_120.png
Mikel San José,32,Spain,71,71,SD Amorebieta,1500000.0,6000.0,CM,https://cdn.sofifa.net/players/185/132/22_120.png
Dentinho,32,Brazil,71,71,Shakhtar Donetsk,1500000.0,750.0,ST,https://cdn.sofifa.net/players/186/556/22_120.png
J. Holland,32,Australia,71,71,LASK Linz,1500000.0,17000.0,CM,https://cdn.sofifa.net/players/186/881/22_120.png
M. Schäffler,32,Germany,71,71,1. FC Nürnberg,1500000.0,10000.0,ST,https://cdn.sofifa.net/players/189/607/22_120.png
S. Strandberg,30,Norway,71,71,US Salernitana 1919,1500000.0,23000.0,CB,https://cdn.sofifa.net/players/190/697/22_120.png
M. Barthelmé,32,France,71,71,En Avant de Guingamp,1500000.0,7000.0,LM,https://cdn.sofifa.net/players/192/608/22_120.png
K. Long,30,Republic of Ireland,71,71,Burnley,1500000.0,20000.0,CB,https://cdn.sofifa.net/players/194/146/22_120.png
F. Jara,32,Argentina,71,71,FC Dallas,1500000.0,6000.0,ST,https://cdn.sofifa.net/players/198/347/22_120.png
Guitián,30,Spain,71,71,Club Bolívar,1500000.0,800.0,CB,https://cdn.sofifa.net/players/198/474/22_120.png
T. Kempe,32,Germany,71,71,SV Darmstadt 98,1500000.0,10000.0,CAM,https://cdn.sofifa.net/players/199/413/22_120.png
L. Caldirola,30,Italy,71,71,AC Monza,1500000.0,3000.0,CB,https://cdn.sofifa.net/players/199/776/22_120.png
F. Hübner,30,Germany,71,71,1. FC Nürnberg,1500000.0,8000.0,CB,https://cdn.sofifa.net/players/203/590/22_120.png
T. Leistner,30,Germany,71,71,Sint-Truidense VV,1500000.0,9000.0,CB,https://cdn.sofifa.net/players/204/776/22_120.png
H. Canteros,32,Argentina,71,71,Patronato,1500000.0,10000.0,CAM,https://cdn.sofifa.net/players/206/154/22_120.png
I. Santini,32,Croatia,71,71,Al Fateh,1500000.0,20000.0,ST,https://cdn.sofifa.net/players/208/017/22_120.png
Cassiano,32,Brazil,71,71,FC Vizela,1500000.0,5000.0,ST,https://cdn.sofifa.net/players/211/561/22_120.png
L. Depoitre,32,Belgium,71,71,KAA Gent,1500000.0,16000.0,ST,https://cdn.sofifa.net/players/212/933/22_120.png
A. Rodríguez,32,Colombia,71,71,Deportivo Cali,1500000.0,2000.0,ST,https://cdn.sofifa.net/players/214/379/22_120.png
L. Castro,32,Colombia,71,71,Kaizer Chiefs,1500000.0,750.0,ST,https://cdn.sofifa.net/players/214/562/22_120.png
C. Rius,32,Argentina,71,71,Atlético Tucumán,1500000.0,8000.0,RM,https://cdn.sofifa.net/players/215/165/22_120.png
Pedro Tiba,32,Portugal,71,71,Lech Poznań,1500000.0,7000.0,CM,https://cdn.sofifa.net/players/219/181/22_120.png
J. Cristaldo,32,Argentina,71,71,Newell's Old Boys,1500000.0,13000.0,ST,https://cdn.sofifa.net/players/220/128/22_120.png
S. Birnbaum,30,United States,71,71,D.C. United,1500000.0,5000.0,CB,https://cdn.sofifa.net/players/221/621/22_120.png
B. Zech,30,Austria,71,71,Pogoń Szczecin,1500000.0,6000.0,CB,https://cdn.sofifa.net/players/223/426/22_120.png
S. Papagiannopoulos,30,Sweden,71,71,AIK,1500000.0,6000.0,CB,https://cdn.sofifa.net/players/226/583/22_120.png
B. Cáceres,32,Paraguay,71,71,Club Libertad,1500000.0,800.0,LM,https://cdn.sofifa.net/players/232/054/22_120.png
G. Acosta,32,Argentina,71,71,Atlético Tucumán,1500000.0,8000.0,CM,https://cdn.sofifa.net/players/232/692/22_120.png
Nathael Silbeira,25,Brazil,71,71,Grêmio,1500000.0,12000.0,GK,https://cdn.sofifa.net/players/233/974/22_120.png
A. Ocanto,32,Venezuela,71,71,Deportivo La Guaira FC,1500000.0,550.0,ST,https://cdn.sofifa.net/players/253/912/22_120.png
K. Rausch,31,Russia,71,71,1. FC Nürnberg,1400000.0,8000.0,LB,https://cdn.sofifa.net/players/186/274/22_120.png
J. Bennett,31,England,71,71,Wigan Athletic,1400000.0,4000.0,LB,https://cdn.sofifa.net/players/190/430/22_120.png
J. Sánchez,31,Mexico,71,71,Club Deportivo Guadalajara,1400000.0,25000.0,RB,https://cdn.sofifa.net/players/199/570/22_120.png
K. D'Haene,31,Belgium,71,71,KV Kortrijk,1400000.0,9000.0,LB,https://cdn.sofifa.net/players/200/532/22_120.png
Juankar,31,Spain,71,71,Panathinaikos FC,1400000.0,550.0,LB,https://cdn.sofifa.net/players/201/509/22_120.png
Joãozinho,31,Portugal,71,71,Estoril Praia,1400000.0,5000.0,LB,https://cdn.sofifa.net/players/204/731/22_120.png
Q. Bernard,31,France,71,71,AJ Auxerre,1400000.0,5000.0,LB,https://cdn.sofifa.net/players/208/856/22_120.png
D. Banguero,31,Colombia,71,71,Atlético Nacional,1400000.0,2000.0,LB,https://cdn.sofifa.net/players/214/393/22_120.png
E. García,31,Mexico,71,71,Club Atlético de San Luis,1400000.0,10000.0,LB,https://cdn.sofifa.net/players/216/302/22_120.png
I. Chebake,31,Morocco,71,71,APOEL Nicosia FC,1400000.0,800.0,RB,https://cdn.sofifa.net/players/223/511/22_120.png
R. Řezník,32,Czech Republic,71,71,FC Viktoria Plzeň,1300000.0,650.0,RB,https://cdn.sofifa.net/players/180/823/22_120.png
Li Xuepeng,32,China PR,71,71,Guangzhou FC,1300000.0,14000.0,LB,https://cdn.sofifa.net/players/182/473/22_120.png
K. Naughton,32,England,71,71,Swansea City,1300000.0,17000.0,RWB,https://cdn.sofifa.net/players/186/598/22_120.png
B. Oczipka,32,Germany,71,71,1. FC Union Berlin,1300000.0,17000.0,LB,https://cdn.sofifa.net/players/189/390/22_120.png
A. Corzo,32,Peru,71,71,Club Universitario de Deportes,1300000.0,800.0,RB,https://cdn.sofifa.net/players/196/688/22_120.png
S. Romagnoli,31,Italy,71,71,Empoli,1300000.0,25000.0,CB,https://cdn.sofifa.net/players/198/857/22_120.png
Hong Jeong Ho,31,Korea Republic,71,71,Jeonbuk Hyundai Motors,1300000.0,7000.0,CB,https://cdn.sofifa.net/players/200/588/22_120.png
Zhang Linpeng,32,China PR,71,71,Guangzhou FC,1300000.0,14000.0,RB,https://cdn.sofifa.net/players/200/672/22_120.png
A. Flint,31,England,71,71,Cardiff City,1300000.0,20000.0,CB,https://cdn.sofifa.net/players/202/408/22_120.png
O. Vranješ,31,Bosnia and Herzegovina,71,71,AEK Athens,1300000.0,800.0,CB,https://cdn.sofifa.net/players/203/624/22_120.png
M. Pigliacelli,28,Italy,71,71,Universitatea Craiova,1300000.0,8000.0,GK,https://cdn.sofifa.net/players/205/530/22_120.png
D. Đoković,31,Croatia,71,71,Çaykur Rizespor,1300000.0,9000.0,CDM,https://cdn.sofifa.net/players/205/983/22_120.png
D. Heuer Fernandes,28,Portugal,71,71,Hamburger SV,1300000.0,8000.0,GK,https://cdn.sofifa.net/players/212/197/22_120.png
Lucas Souza,31,Brazil,71,71,APOEL Nicosia FC,1300000.0,800.0,CDM,https://cdn.sofifa.net/players/213/097/22_120.png
G. Mera,31,Colombia,71,71,Junior FC,1300000.0,2000.0,CB,https://cdn.sofifa.net/players/214/031/22_120.png
R. Pérez,31,Colombia,71,71,Club Atlético Talleres,1300000.0,9000.0,CB,https://cdn.sofifa.net/players/214/191/22_120.png
L. Desábato,31,Argentina,71,71,Rosario Central,1300000.0,10000.0,CDM,https://cdn.sofifa.net/players/215/117/22_120.png
P. Carlgren,29,Sweden,71,71,Randers FC,1300000.0,8000.0,GK,https://cdn.sofifa.net/players/216/750/22_120.png
A. Godoy,31,Panama,71,71,Nashville SC,1300000.0,5000.0,CDM,https://cdn.sofifa.net/players/217/047/22_120.png
Marco Baixinho,31,Portugal,71,71,FC Paços de Ferreira,1300000.0,7000.0,CB,https://cdn.sofifa.net/players/229/496/22_120.png
S. Sasaki,31,Japan,71,71,Sanfrecce Hiroshima,1300000.0,7000.0,CB,https://cdn.sofifa.net/players/232/511/22_120.png
B. Dibassy,31,Mali,71,71,Minnesota United FC,1300000.0,5000.0,CB,https://cdn.sofifa.net/players/234/624/22_120.png
Jair Amador,31,Portugal,71,71,Real Zaragoza,1300000.0,7000.0,CB,https://cdn.sofifa.net/players/234/731/22_120.png
A. Barillà,33,Italy,71,71,AC Monza,1200000.0,4000.0,CM,https://cdn.sofifa.net/players/173/155/22_120.png
M. Torrén,32,Argentina,71,71,Argentinos Juniors,1200000.0,9000.0,CB,https://cdn.sofifa.net/players/176/920/22_120.png
K. Grosicki,33,Poland,71,71,Pogoń Szczecin,1200000.0,7000.0,LM,https://cdn.sofifa.net/players/177/922/22_120.png
J. Lens,33,Netherlands,71,71,Beşiktaş JK,1200000.0,25000.0,RM,https://cdn.sofifa.net/players/178/416/22_120.png
J. Hogg,32,England,71,71,Huddersfield Town,1200000.0,7000.0,CDM,https://cdn.sofifa.net/players/183/546/22_120.png
M. Dossevi,33,Togo,71,71,Amiens SC,1200000.0,5000.0,RM,https://cdn.sofifa.net/players/183/820/22_120.png
Go Yo Han,33,Korea Republic,71,71,FC Seoul,1200000.0,5000.0,RM,https://cdn.sofifa.net/players/184/337/22_120.png
Á. Szalai,33,Hungary,71,71,1. FSV Mainz 05,1200000.0,17000.0,ST,https://cdn.sofifa.net/players/184/789/22_120.png
Ø. Nyland,30,Norway,71,71,AFC Bournemouth,1200000.0,16000.0,GK,https://cdn.sofifa.net/players/185/427/22_120.png
J. Chester,32,Wales,71,71,Stoke City,1200000.0,17000.0,CB,https://cdn.sofifa.net/players/186/130/22_120.png
Sandro Manoel,32,Brazil,71,71,Al Taawoun,1200000.0,15000.0,CDM,https://cdn.sofifa.net/players/188/000/22_120.png
Alcalá,32,Spain,71,71,FC Cartagena,1200000.0,5000.0,CB,https://cdn.sofifa.net/players/189/709/22_120.png
V. Wormgoor,32,Netherlands,71,71,Columbus Crew,1200000.0,5000.0,CB,https://cdn.sofifa.net/players/189/899/22_120.png
L. Orbán,32,Argentina,71,71,Racing Club,1200000.0,11000.0,CB,https://cdn.sofifa.net/players/191/488/22_120.png
Escassi,32,Spain,71,71,Málaga CF,1200000.0,6000.0,CDM,https://cdn.sofifa.net/players/193/909/22_120.png
R. Petrović,32,Serbia,71,71,Real Zaragoza,1200000.0,7000.0,CDM,https://cdn.sofifa.net/players/195/087/22_120.png
Arribas,32,Spain,71,71,Real Oviedo,1200000.0,7000.0,CB,https://cdn.sofifa.net/players/197/890/22_120.png
G. Burdisso,32,Argentina,71,71,Club Atlético Lanús,1200000.0,10000.0,CB,https://cdn.sofifa.net/players/200/653/22_120.png
N. Marsman,30,Netherlands,71,71,Inter Miami CF,1200000.0,4000.0,GK,https://cdn.sofifa.net/players/200/698/22_120.png
F. Ogier,32,France,71,71,Clermont Foot 63,1200000.0,11000.0,CB,https://cdn.sofifa.net/players/200/968/22_120.png
Lee Seung Gi,33,Korea Republic,71,71,Jeonbuk Hyundai Motors,1200000.0,8000.0,CM,https://cdn.sofifa.net/players/202/305/22_120.png
H. Soudani,33,Algeria,71,71,Damac FC,1200000.0,14000.0,LM,https://cdn.sofifa.net/players/205/295/22_120.png
P. De Blasis,33,Argentina,71,71,FC Cartagena,1200000.0,6000.0,LM,https://cdn.sofifa.net/players/210/950/22_120.png
J. Gondorf,33,Germany,71,71,Karlsruher SC,1200000.0,10000.0,CM,https://cdn.sofifa.net/players/211/907/22_120.png
B. Bianchi,32,Argentina,71,71,Club Atlético Colón,1200000.0,9000.0,CB,https://cdn.sofifa.net/players/215/015/22_120.png
F. Márquez,33,Argentina,71,71,Unión de Santa Fe,1200000.0,10000.0,ST,https://cdn.sofifa.net/players/215/262/22_120.png
Germano Monico,33,Brazil,71,71,Sport Club Corinthians Paulista,1200000.0,18000.0,CM,https://cdn.sofifa.net/players/230/359/22_120.png
Rafanilton Vilela,33,Brazil,71,71,São Paulo,1200000.0,24000.0,ST,https://cdn.sofifa.net/players/230/521/22_120.png
Gonzalo Verdú,32,Spain,71,71,Elche CF,1200000.0,12000.0,CB,https://cdn.sofifa.net/players/243/945/22_120.png
D. Stipica,30,Croatia,71,71,Pogoń Szczecin,1200000.0,5000.0,GK,https://cdn.sofifa.net/players/250/939/22_120.png
Rafael,31,Brazil,71,71,Reading,1000000.0,14000.0,GK,https://cdn.sofifa.net/players/192/397/22_120.png
B. Maubleu,31,France,71,71,Grenoble Foot 38,1000000.0,4000.0,GK,https://cdn.sofifa.net/players/196/316/22_120.png
P. Terracciano,31,Italy,71,71,Fiorentina,1000000.0,22000.0,GK,https://cdn.sofifa.net/players/205/812/22_120.png
P. Ortíz,31,Ecuador,71,71,CS Emelec,1000000.0,550.0,GK,https://cdn.sofifa.net/players/250/797/22_120.png
M. Olsson,33,Sweden,71,71,Malmö FF,975000.0,6000.0,LB,https://cdn.sofifa.net/players/184/472/22_120.png
M. Schmelzer,33,Germany,71,71,Borussia Dortmund,975000.0,27000.0,LB,https://cdn.sofifa.net/players/188/802/22_120.png
J. Mombris,33,Madagascar,71,71,En Avant de Guingamp,975000.0,6000.0,LB,https://cdn.sofifa.net/players/212/608/22_120.png
F. Rodríguez,32,Mexico,71,71,Fútbol Club Juárez,925000.0,6000.0,GK,https://cdn.sofifa.net/players/177/621/22_120.png
Wang Dalei,32,China PR,71,71,Shandong Taishan,925000.0,9000.0,GK,https://cdn.sofifa.net/players/182/224/22_120.png
V. Babacan,32,Turkey,71,71,İstanbul Başakşehir FK,925000.0,16000.0,GK,https://cdn.sofifa.net/players/188/524/22_120.png
Edgar,34,Brazil,71,71,Daegu FC,900000.0,7000.0,ST,https://cdn.sofifa.net/players/179/947/22_120.png
M. Pazdan,33,Poland,71,71,Jagiellonia Białystok,900000.0,7000.0,CB,https://cdn.sofifa.net/players/185/010/22_120.png
M. Morrison,33,England,71,71,Reading,900000.0,17000.0,CB,https://cdn.sofifa.net/players/188/782/22_120.png
I. Mboyo,34,Belgium,71,71,KAA Gent,900000.0,16000.0,ST,https://cdn.sofifa.net/players/192/778/22_120.png
W. Morelo,34,Colombia,71,71,Club Atlético Colón,900000.0,10000.0,ST,https://cdn.sofifa.net/players/214/463/22_120.png
P. Velázquez,34,Paraguay,71,71,12 de Octubre FC,900000.0,650.0,ST,https://cdn.sofifa.net/players/216/530/22_120.png
Marcelinho Moraisco,33,Brazil,71,71,Sport Club Corinthians Paulista,900000.0,16000.0,CB,https://cdn.sofifa.net/players/230/316/22_120.png
M. Fall,33,Senegal,71,71,Mumbai City FC,900000.0,2000.0,CB,https://cdn.sofifa.net/players/248/295/22_120.png
A. Turan,34,Turkey,71,71,Galatasaray SK,875000.0,31000.0,LM,https://cdn.sofifa.net/players/143/745/22_120.png
Yu Hanchao,34,China PR,71,71,Shanghai Shenhua FC,875000.0,10000.0,LM,https://cdn.sofifa.net/players/182/411/22_120.png
P. Schiattarella,34,Italy,71,71,Parma,875000.0,19000.0,CM,https://cdn.sofifa.net/players/188/541/22_120.png
Hugo Fraile,34,Spain,71,71,AD Alcorcón,875000.0,7000.0,RM,https://cdn.sofifa.net/players/190/021/22_120.png
M. Yatabaré,35,Mali,71,71,Demir Grup Sivasspor,800000.0,10000.0,ST,https://cdn.sofifa.net/players/188/274/22_120.png
N. Bertolo,35,Argentina,71,71,Platense,775000.0,7000.0,LM,https://cdn.sofifa.net/players/177/537/22_120.png
O. Martínez,35,Paraguay,71,71,Gallos Blancos de Querétaro,775000.0,6000.0,CAM,https://cdn.sofifa.net/players/190/536/22_120.png
C. Deac,35,Romania,71,71,CFR Cluj,775000.0,8000.0,CAM,https://cdn.sofifa.net/players/199/572/22_120.png
Luíz Carlos,35,Brazil,71,71,FC Paços de Ferreira,750000.0,6000.0,CM,https://cdn.sofifa.net/players/148/403/22_120.png
M. Suttner,34,Austria,71,71,FK Austria Wien,700000.0,12000.0,LB,https://cdn.sofifa.net/players/169/345/22_120.png
M. Lustig,34,Sweden,71,71,AIK,700000.0,6000.0,RB,https://cdn.sofifa.net/players/176/942/22_120.png
J. Martínez,34,Mexico,71,71,Cruz Azul,700000.0,32000.0,RB,https://cdn.sofifa.net/players/179/687/22_120.png
F. Kudryashov,34,Russia,71,71,Antalyaspor,700000.0,11000.0,LB,https://cdn.sofifa.net/players/181/795/22_120.png
N. Theuerkauf,34,Germany,71,71,1. FC Heidenheim 1846,700000.0,14000.0,LB,https://cdn.sofifa.net/players/183/573/22_120.png
J. Faussurier,34,France,71,71,Stade Brestois 29,700000.0,11000.0,RB,https://cdn.sofifa.net/players/183/921/22_120.png
J. Sandoval,34,Uruguay,71,71,Argentinos Juniors,700000.0,9000.0,RB,https://cdn.sofifa.net/players/240/689/22_120.png
Yuri,38,Brazil,71,71,SD Ponferradina,650000.0,5000.0,ST,https://cdn.sofifa.net/players/003/467/22_120.png
R. Santa Cruz,39,Paraguay,71,71,Club Olimpia,650000.0,700.0,ST,https://cdn.sofifa.net/players/025/798/22_120.png
Angulo,37,Spain,71,71,Mumbai City FC,650000.0,2000.0,ST,https://cdn.sofifa.net/players/138/306/22_120.png
B. Wright-Phillips,36,England,71,71,Columbus Crew,650000.0,5000.0,ST,https://cdn.sofifa.net/players/164/464/22_120.png
D. McCarty,34,United States,71,71,Nashville SC,650000.0,5000.0,CDM,https://cdn.sofifa.net/players/176/071/22_120.png
Hao Junmin,34,China PR,71,71,Wuhan FC,650000.0,8000.0,CDM,https://cdn.sofifa.net/players/182/343/22_120.png
J. Dátolo,37,Argentina,71,71,Club Atlético Banfield,600000.0,8000.0,CAM,https://cdn.sofifa.net/players/142/966/22_120.png
F. Belluschi,37,Argentina,71,71,Newell's Old Boys,600000.0,8000.0,CM,https://cdn.sofifa.net/players/143/587/22_120.png
F. Higuaín,36,Argentina,71,71,Inter Miami CF,600000.0,4000.0,CAM,https://cdn.sofifa.net/players/167/669/22_120.png
R. Boffin,33,Belgium,71,71,Antalyaspor,600000.0,9000.0,GK,https://cdn.sofifa.net/players/178/283/22_120.png
Raúl Fernández,33,Spain,71,71,Unión Deportiva Las Palmas,600000.0,5000.0,GK,https://cdn.sofifa.net/players/186/680/22_120.png
